,ePOS Code,Company Code,Date,ACRA REGISTERED NAME,Brand/Deal Name/Business Name,Sub Domain Link (If Lead is already available in Backend) Fill only when EPOS client,Tele Sales or MR (For KPI - Internal),Name of the Market Researcher,Original Source (Marketing),"Marketing Source (Do not fill anything if the leads are from Hubspot, EPOS clients)",Company Registration date / Date Established,Company Registration Number (UEN),Primary SSIC Code,Secondary SSIC Code,Hubspot ID (Company),Hubspot ID(Deal),Hubspot ID(Contact),Website URL,Business Type,Facebook Page,Instagram URL,Linkedin URL,Tik Tok URL,Ownership Type,Parent Industry Type,Industry Type,Sub Industry,Business model,Presence of Multiple Outlets,Number of Outlets (Write in #),Region,Planning Area,Business Location Type,Registered Address (Block & Street),Registered Address  (Unit #),Registered Address  (Postal code),"Operational Address 
(Block & Street)","Operational Address 
(Unit #)","Operational Address 
(Postal Code)",Operational Address Type,First Name,Last Name,PIC Name 1 Designation,PIC NAME 1 Contact Number,PIC 1 email address,First Name 2,Last Name 2,PIC Name 2 Designation,PIC NAME 2 Contact Number,PIC 2 email address,First Name 3,Last Name 3,PIC Name Designation 3,PIC NAME 3 Contact Number,PIC 3 email address,FB/Insta/Tik Tok/Linkedin Contact,Current ePOS Client ?,"If ePOS Client, which product they are using?",Is this deal part of the Gov List?,Source from Market Researcher,Contact Number from Lusha?,Phone number Verified ?
95,,,2025-11-18,NASCANS IOTA PTE. LTD.,NASCANS IOTA,,TeleSales,Shafiqah,Offline Sources,Web Scrapping,08-06-2022,202219933D,88912,0,,,,,SME,,,,,LOCAL COMPANY,Others,Hospital,Social Services (Without Accommodations),"B2C, Offline",,,,,,32 SAM LEONG ROAD,,207922,32 SAM LEONG ROAD Singapore 207922,,207922,,,,,65 9616 0870,ingenius@nascans.com,,,,,,,,,,,,No,,Gov List,"ACRA, Google Searches",No,
96,,,2025-11-18,GIFTED LEARNERS STUDENT CARE PTE. LTD.,GIFTED LEARNERS STUDENT CARE,,TeleSales,Shafiqah,Offline Sources,Web Scrapping,08-08-2012,201219664D,88912,0,,,,https://giftedlearners.com.sg/,SME,https://www.facebook.com/giftedlearners,https://www.instagram.com/giftedlearners/,,,LOCAL COMPANY,Others,Hospital,Social Services (Without Accommodations),"B2C, Offline",,,,,,296 CHOA CHU KANG AVENUE 2,12,680296,296 CHOA CHU KANG AVENUE 2 01-12 Singapore 680296,12,680296,,,,,65 6684 9889,admin@giftedlearners.com.sg,,,,,,,,,,,,No,,Gov List,"ACRA, Google Searches",No,
97,,,2025-11-18,FORESTPLAY INTERNATIONAL PTE. LTD.,FORESTPLAY,,TeleSales,Shafiqah,Offline Sources,Web Scrapping,30-09-2019,201932568Z,88912,88911,,,,https://forestplay.com.sg/,SME,https://www.facebook.com/forestplay.sg/,https://www.instagram.com/forestplay.sg/?hl=en,,,LOCAL COMPANY,Others,Hospital,Social Services (Without Accommodations),"B2C, Offline",,,,,,4 JALAN KERIA,,588532,4 JALAN KERIA #08- MAYFAIR PARK 08-21 Singapore 588532,,588532,,,,,65 8482 8960,,,,,,,,,,,,,No,,Gov List,"ACRA, Google Searches",No,
98,,,2025-11-18,SINO ELITE EDUCATION PTE. LTD.,SINO ELITE EDUCATION,,TeleSales,Shafiqah,Offline Sources,Web Scrapping,31-10-2018,201837171R,85509,0,,,,https://sinoelite.com.sg/,SME,https://www.facebook.com/share/19hdzi8j6h/?mibextid=lqqj4d,https://www.instagram.com/sinoelitesg/profilecard/?igsh=mw1kajh2mdvzn2pyag==,https://www.linkedin.com/company/sinoelite,,LOCAL COMPANY,Others,Educational,Tuition & Enrichment Centers,"B2C, Offline",,,,,,601 MACPHERSON ROAD,22,368242,601 MACPHERSON ROAD AZ @ PAYA LEBAR 08-22 Singapore 368242,22,368242,,,,,65 8088 6615,martinzhao@sinoelite.com.sg,,,,,,,,,,,,No,,Gov List,"ACRA, Google Searches",No,
99,,,2025-11-18,TONGXIN LEARNING CENTRE PTE. LTD.,TONGXIN LEARNING CENTRE,,TeleSales,Shafiqah,Offline Sources,Web Scrapping,27-04-2017,201711551K,85509,0,,,,https://tongxinlc.com/,SME,https://www.facebook.com/tongxinlc,,,,LOCAL COMPANY,Others,Educational,Tuition & Enrichment Centers,"B2C, Offline",,,,,,305 UBI AVENUE 1,169,400305,305 UBI AVENUE 1 02-169 Singapore 400305,169,400305,,,,,65 9781 8435,tongxinlc@gmail.com,,,,,,,,,,,,No,,Gov List,"ACRA, Google Searches",No,
100,,,2025-11-18,AXED CONSULTANCY PTE. LTD.,AXED CONSULTANCY,,TeleSales,Shafiqah,Offline Sources,Web Scrapping,04-06-2018,201819039N,85509,70201,,,,,SME,,,,,LOCAL COMPANY,Others,Educational,Tuition & Enrichment Centers,"B2C, Offline",,,,,,60 PAYA LEBAR ROAD,11,409051,60 PAYA LEBAR ROAD PAYA LEBAR SQUARE 06-49 Singapore 409051,11,409051,,,,,65 9001 6887,,,,,,,,,,,,,No,,Gov List,"ACRA, Google Searches",No,
101,,,2025-11-18,CHERIE HEARTS NURTURE COTTAGE PTE. LTD.,CHERIE HEARTS NURTURE COTTAGE,,TeleSales,Shafiqah,Offline Sources,Web Scrapping,12-10-2005,200514219Z,88911,88912,,,,https://cheriehearts.com.sg/,SME,,,,,LOCAL COMPANY,Others,Hospital,Social Services (Without Accommodations),"B2C, Offline",,,,,,413B FERNVALE LINK,37,792413,19 JALAN MATA AYER SEMBAWANG PARK 21-37 Singapore 759100,37,792413,,,,,65 6481 1396,,,,,,,,,,,,,No,,Gov List,"ACRA, Google Searches",No,
102,,,2025-11-18,CITY METROPOLITAN COLLEGE PTE. LTD.,CITY METROPOLITAN COLLEGE,,TeleSales,Shafiqah,Offline Sources,Web Scrapping,19-05-2014,201414390Z,85509,85304,,,,https://citymetropolitan.edu.sg/,SME,,,,,LOCAL COMPANY,Others,Educational,Tuition & Enrichment Centers,"B2C, Offline",,,,,,116 CHANGI ROAD,01,419718,116 CHANGI ROAD WIS@CHANGI 05-01 Singapore 419718,01,419718,,,,,65 6702 2270,,,,,,,,,,,,,No,,Gov List,"ACRA, Google Searches",No,
103,,,2025-11-18,LEARNING PLAYGROUND LANGUAGE CENTRE,LEARNING PLAYGROUND LANGUAGE CENTRE,,TeleSales,Shafiqah,Offline Sources,Web Scrapping,22-10-2022,53457920E,85509,58110,,,,https://www.mylearningplayground.com/,SME,https://www.facebook.com/MyLearningPlayground,https://www.instagram.com/mylearningplayground/,,,SOLE PROPRIETORSHIP/ PARTNERSHIP,Others,Educational,Tuition & Enrichment Centers,"B2C, Offline",,,,,,36H DUNEARN ROAD,47,309433,36H DUNEARN ROAD CHANCERY COURT 02-47 Singapore 309433,47,309433,,,,,65 8283 9585,,,,,,,,,,,,,No,,Gov List,"ACRA, Google Searches",No,
104,,,2025-11-18,METAMORE ACADEMY PTE. LTD.,METAMORE ACADEMY,,TeleSales,Shafiqah,Offline Sources,Web Scrapping,02-01-2019,201900358K,85509,0,,,,https://metamoreacademy.com/,SME,https://www.facebook.com/metamore.sg/,https://www.instagram.com/metamoreacademy/,https://www.linkedin.com/company/metamore-academy/,,LOCAL COMPANY,Others,Educational,Tuition & Enrichment Centers,"B2C, Offline",,,,,,1 MARINE PARADE CENTRAL,06,449408,1 MARINE PARADE CENTRAL PARKWAY CENTRE 04-06 Singapore 449408,06,449408,,,,,65 9005 9266,kumud@metamoreacademy.com,,,,,,,,,,,,No,,Gov List,"ACRA, Google Searches",No,
105,,,2025-11-18,COMMIT LEARNING SCHOOLHOUSE AO PRIVATE LIMITED,COMMIT LEARNING SCHOOLHOUSE AO,,TeleSales,Shafiqah,Offline Sources,Web Scrapping,14-06-2023,202323482G,88912,0,,,,https://www.commitlearning.com.sg/,Startbud,,,https://www.linkedin.com/company/commit-learning-schoolhouse-pte-ltd,,LOCAL COMPANY,Others,Hospital,Social Services (Without Accommodations),"B2C, Offline",,,,,,11 WOODLANDS CLOSE,39,737853,11 WOODLANDS CLOSE WOODLANDS 11 10-39 Singapore 737853,39,737853,,,,,65 6366 2756,,,,,,,,,,,,,No,,Gov List,"ACRA, Google Searches",No,
106,,,2025-11-18,PRACTICAL MONTESSORI,PRACTICAL MONTESSORI,,TeleSales,Shafiqah,Offline Sources,Web Scrapping,06-12-2022,53459804L,85509,63209,,,,,Startbud,,,,,SOLE PROPRIETORSHIP/ PARTNERSHIP,Others,Educational,Tuition & Enrichment Centers,"B2C, Offline",,,,,,7 JALAN RAJAWALI,01,598429,7 JALAN RAJAWALI PALM RESIDENCE 06-01 Singapore 598429,01,598429,,,,,65 8310 7745,,,,,,,,,,,,,No,,Gov List,"ACRA, Google Searches",No,
107,,,2025-11-18,YU CAI CHINESE ENRICHMENT,YU CAI CHINESE ENRICHMENT,,TeleSales,Shafiqah,Offline Sources,Web Scrapping,04-08-2009,53148712A,85509,47610,,,,https://yucai.com.sg/,SME,https://www.facebook.com/YuCaiEdu/,,,,SOLE PROPRIETORSHIP/ PARTNERSHIP,Others,Educational,Tuition & Enrichment Centers,"B2C, Offline",,,,,,900 SOUTH WOODLANDS DRIVE,04,730900,448 HOUGANG AVENUE 10 B1-529 Singapore 530448,04,730900,,,,,65 6387 7881,info@yucai.com.sg,,,,,,,,,,,,No,,Gov List,"ACRA, Google Searches",No,
108,,,2025-11-18,MASTEREIGN MILLIONAIRE PTE. LTD.,MASTEREIGN MILLIONAIRE,,TeleSales,Shafiqah,Offline Sources,Web Scrapping,20-05-2009,200908928E,85509,0,,,,https://mastereign.com/,SME,https://www.facebook.com/mastereignenrichment,https://www.instagram.com/mastereignenrichment/,https://sg.linkedin.com/company/mastereign-enrichment,,LOCAL COMPANY,Others,Educational,Tuition & Enrichment Centers,"B2C, Offline",,,,,,81 UBI AVENUE 4,05,408830,81 UBI AVENUE 4 UB. ONE 11-05 Singapore 408830,05,408830,,,,,65 6836 6466,info@mastereign.com,,,,,,,,,,,,No,,Gov List,"ACRA, Google Searches",No,
109,,,2025-11-18,FIRST ALLIANCE MANAGEMENT CONSULTANTS PTE. LTD.,FIRST ALLIANCE MANAGEMENT CONSULTANTS,,TeleSales,Shafiqah,Offline Sources,Web Scrapping,03-09-2018,201830038M,85509,0,,,,https://www.mycareersfuture.gov.sg/job/accounting/key-account-associate-first-alliance-management-consultants-baed1288ed637eb10ea9ea86f21628ac,SME,,,,,LOCAL COMPANY,Others,Educational,Tuition & Enrichment Centers,"B2C, Offline",,,,,,38 JALAN PEMIMPIN,04,577178,38 JALAN PEMIMPIN M38 06-04 Singapore 577178,04,577178,,,,,65 6440 5038,,,,,,,,,,,,,No,,Gov List,"ACRA, Google Searches",No,
110,,,2025-11-18,AVERBEL CHILD DEVELOPMENT CENTRE PTE LTD,AVERBEL CHILD DEVELOPMENT CENTRE,,TeleSales,Shafiqah,Offline Sources,Web Scrapping,09-05-1991,199102118N,88911,0,,,,https://babyment.com/childcare/childcare-centre.php?childcare_id=261,SME,,,,,LOCAL COMPANY,Others,Hospital,Social Services (Without Accommodations),"B2C, Offline",,,,,,742 YISHUN AVENUE 5,470,760742,742 YISHUN AVENUE 5 NEE SOON CENTRAL SPRING 01-470 Singapore 760742,470,760742,,,,,65 6756 1192,averbel@singnet.com.sg,,,,,,,,,,,,No,,Gov List,"ACRA, Google Searches",No,
111,,,2025-11-18,SUNNY BUNNY MONTESSORI PTE. LTD.,SUNNY BUNNY MONTESSORI,,TeleSales,Shafiqah,Offline Sources,Web Scrapping,10-06-2015,201525627H,88911,46443,,,,https://sunny-bunny.com.sg/,SME,https://www.facebook.com/SunnybunnyMontessoriSingapore,https://www.instagram.com/sunnybunnymontessori/,,,LOCAL COMPANY,Others,Hospital,Social Services (Without Accommodations),"B2C, Offline",,,,,,3 ANG MO KIO STREET 62,65,569139,3 ANG MO KIO STREET 62 LINK@AMK 01-65 Singapore 569139,65,569139,,,,,65 8281 4249,sunnybunnymontessorichildcare@gmail.com,,,,,,,,,,,,No,,Gov List,"ACRA, Google Searches",No,
112,,,2025-11-18,CARE EDUCATION GROUP,CARE EDUCATION,,TeleSales,Shafiqah,Offline Sources,Web Scrapping,09-09-2022,53455956E,85509,63203,,,,https://www.thecarelabedu.com/,SME,https://facebook.com/https://www.facebook.com/thecarelabsg/,,,,SOLE PROPRIETORSHIP/ PARTNERSHIP,Others,Educational,Tuition & Enrichment Centers,"B2C, Offline",,,,,,33 PASIR RIS GROVE,66,518076,33 PASIR RIS GROVE COCO PALMS 09-66 Singapore 518076,66,518076,,,,,65 8889 8815,info@mysite.com,,,,,,,,,,,,No,,Gov List,"ACRA, Google Searches",No,
113,,,2025-11-18,STAR LEARNERS @ CCK SPORTS CENTRE PTE. LTD.,STAR LEARNERS @ CCK SPORTS CENTRE,,TeleSales,Shafiqah,Offline Sources,Web Scrapping,17-10-2014,201431088W,88911,88912,,,,https://starlearners.com.sg/,SME,https://www.facebook.com/StarLearnersChildcare,https://www.instagram.com/starlearners/,,,LOCAL COMPANY,Others,Hospital,Social Services (Without Accommodations),"B2C, Offline",,,,,,1008 TOA PAYOH NORTH,05,318996,1008 TOA PAYOH NORTH 07-05 Singapore 318996,05,318996,,,,,65 6250 0173,,,,,,,,,,,,,No,,Gov List,"ACRA, Google Searches",No,
114,,,2025-11-18,NUMEROUSITY (EDUCATION) PTE. LTD.,NUMEROUSITY EDUCATION,,TeleSales,Shafiqah,Offline Sources,Web Scrapping,02-03-2021,202107458R,85509,0,,,,https://www.numerosity.com/,SME,,,,,LOCAL COMPANY,Others,Educational,Tuition & Enrichment Centers,"B2C, Offline",,,,,,78 LORONG M TELOK KURAU,30,425413,78 LORONG M TELOK KURAU THE SEAWIND 02-30 Singapore 425413,30,425413,,,,,65 8138 2956,dione.chong@numerosity.com,,,,,,,,,,,,No,,Gov List,"ACRA, Google Searches",No,
115,,,2025-11-18,ENVIRONICHE LLP,ENVIRONICHE,,TeleSales,Shafiqah,Offline Sources,Web Scrapping,30-07-2012,T12LL1245D,85509,71124,,,,https://enviro-niche.com/,SME,,,,,LIMITED LIABILITY PARTNERSHIP,Others,Educational,Tuition & Enrichment Centers,"B2C, Offline",,,,,,637C PUNGGOL DRIVE,403,823637,637C PUNGGOL DRIVE 16-403 Singapore 823637,403,823637,,,,,65 8828 8194,,,,,,,,,,,,,No,,Gov List,"ACRA, Google Searches",No,
116,,,2025-11-18,EDULIFE SG PTE. LTD.,EDULIFE,,TeleSales,Shafiqah,Offline Sources,Web Scrapping,26-05-2020,202014472C,85509,85409,,,,https://edulife.sg/,SME,https://www.facebook.com/edulifesingapore/,,,,LOCAL COMPANY,Others,Educational,Tuition & Enrichment Centers,"B2C, Offline",,,,,,10 UBI CRESCENT,80,408564,10 UBI CRESCENT UBI TECHPARK 04-47 Singapore 408564,80,408564,,,,,65 8139 8571,support@edulife.sg,,,,,,,,,,,,No,,Gov List,"ACRA, Google Searches",No,
117,,,2025-11-18,JSL EDUCATION CENTRE,JSL EDUCATION CENTRE,,TeleSales,Shafiqah,Offline Sources,Web Scrapping,27-01-1997,52837994A,88912,85409,,,,,SME,,,,,SOLE PROPRIETORSHIP/ PARTNERSHIP,Others,Hospital,Social Services (Without Accommodations),"B2C, Offline",,,,,,259 JURONG EAST STREET 24,445,600259,249 JURONG EAST STREET 24 01-100 Singapore 600249,445,600259,,,,,65 9822 0563,,,,,,,,,,,,,No,,Gov List,"ACRA, Google Searches",No,
118,,,2025-11-18,ISLANDER PRE-SCHOOL PTE. LTD.,ISLANDER PRE-SCHOOL,,TeleSales,Shafiqah,Offline Sources,Web Scrapping,09-10-2015,201537275D,88911,85409,,,,https://etonhouse.edu.sg/school/islander,SME,,,,,LOCAL COMPANY,Others,Hospital,Social Services (Without Accommodations),"B2C, Offline",,,,,,8 STEVENS ROAD,,257819,8 STEVENS ROAD #06- HAW PAR GLASS TOWER 06-00 Singapore 257819,,257819,,,,,65 6274 2211,,,,,,,,,,,,,No,,Gov List,"ACRA, Google Searches",No,
119,,,2025-11-18,IDEAL MONTESSORI PTE. LTD.,IDEAL MONTESSORI,,TeleSales,Shafiqah,Offline Sources,Web Scrapping,27-04-2000,200003622C,88911,49212,,,,,SME,https://www.facebook.com/profile.php?id=100063511302989&mibextid=kFxxJD,,,,LOCAL COMPANY,Others,Hospital,Social Services (Without Accommodations),"B2C, Offline",,,,,,1 YOUNGBERG TERRACE,02,357741,1 YOUNGBERG TERRACE AVON PARK 01-02 Singapore 357741,02,357741,,,,,65 6288 5421,,,,,,,,,,,,,No,,Gov List,"ACRA, Google Searches",No,
120,,,2025-11-18,SPRING BREEZE COUNSELLING PTE. LTD.,SPRING BREEZE COUNSELLING,,TeleSales,Shafiqah,Offline Sources,Web Scrapping,04-10-2023,202339854E,88991,0,,,,,Startbud,,https://www.instagram.com/springbreezecounselling/,,,LOCAL COMPANY,Others,Hospital,Social Services (Without Accommodations),"B2C, Offline",,,,,,681 RACE COURSE ROAD,311,210681,681 RACE COURSE ROAD 01-311 Singapore 210681,311,210681,,,,,65 8898 7222,,,,,,,,,,,,,No,,Gov List,"ACRA, Google Searches",No,
121,,,2025-11-18,LEAP KIDS PRESCHOOL @ WOODLANDS PTE. LTD.,LEAP KIDS PRESCHOOL @ WOODLANDS,,TeleSales,Shafiqah,Offline Sources,Web Scrapping,16-07-2013,201319321Z,88911,0,,,,,SME,,,,,LOCAL COMPANY,Others,Hospital,Social Services (Without Accommodations),"B2C, Offline",,,,,,180 KITCHENER ROAD,19/20,208539,180 KITCHENER ROAD /20 CITY SQUARE MALL B2-19 Singapore 208539,19/20,208539,,,,,65 6694 3135,esther@leapschoolhouse.com.sg,,,,,,,,,,,,No,,Gov List,"ACRA, Google Searches",No,
122,,,2025-11-18,LITTLE OXFORD @ KE08 PTE. LTD.,LITTLE OXFORD @ KE08,,TeleSales,Shafiqah,Offline Sources,Web Scrapping,22-06-2021,202121855Z,88911,0,,,,https://littleoxford.com/,SME,,,,,LOCAL COMPANY,Others,Hospital,Social Services (Without Accommodations),"B2C, Offline",,,,,,18B ROSYTH ROAD,,546161,18B ROSYTH ROAD Singapore 546161,,546161,,,,,65 8829 9070,ke08enquiry@littleoxford.com,,,,,,,,,,,,No,,Gov List,"ACRA, Google Searches",No,
123,,,2025-11-18,ADVANCE GRADES,ADVANCE GRADES,,TeleSales,Shafiqah,Offline Sources,Web Scrapping,25-10-2022,53458003C,85509,0,,,,,SME,https://www.facebook.com/Teachermaxleong,,,,SOLE PROPRIETORSHIP/ PARTNERSHIP,Others,Educational,Tuition & Enrichment Centers,"B2C, Offline",,,,,,673C EDGEFIELD PLAINS,621,823673,673C EDGEFIELD PLAINS WATERWAY BANKS 11-621 Singapore 823673,621,823673,,,,,65 8448 9256,,,,,,,,,,,,,No,,Gov List,"ACRA, Google Searches",No,
124,,,2025-11-18,ETONHOUSE PRE-SCHOOL PTE LTD,ETONHOUSE PRE-SCHOOL,,TeleSales,Shafiqah,Offline Sources,Web Scrapping,20-10-1994,199407645E,88911,0,,,,https://etonhouse.com.sg/,SME,,,,,LOCAL COMPANY,Others,Hospital,Social Services (Without Accommodations),"B2C, Offline",,,,,,8 STEVENS ROAD,,257819,8 STEVENS ROAD #06- HAW PAR GLASS TOWER 06-00 Singapore 257819,,257819,,,,,65 6846 3322,,,,,,,,,,,,,No,,Gov List,"ACRA, Google Searches",No,
125,,,2025-11-18,EDNOUS PTE. LTD.,EDNOUS,,TeleSales,Shafiqah,Offline Sources,Web Scrapping,23-09-2024,202439099W,85509,0,,,,,Startbud,,,,,LOCAL COMPANY,Others,Educational,Tuition & Enrichment Centers,"B2C, Offline",,,,,,10 UBI CRESCENT,19,408564,10 UBI CRESCENT UBI TECHPARK 04-19 Singapore 408564,19,408564,,,,,65 8767 5771,connect.ktp@ednous.com,,,,,,,,,,,,No,,Gov List,"ACRA, Google Searches",No,
126,,,2025-11-18,MAYTHEMATICS PTE. LTD.,MAYTHEMATICS,,TeleSales,Shafiqah,Offline Sources,Web Scrapping,06-11-2022,202239371C,85509,0,,,,https://www.mycareersfuture.gov.sg/job/education-training/math-tutor-maythematics-fd2348a646cc41766d4826987017ae92,SME,https://www.facebook.com/Maythematics/,https://www.instagram.com/maythematics/,,,LOCAL COMPANY,Others,Educational,Tuition & Enrichment Centers,"B2C, Offline",,,,,,5 JALAN MASJID,13,418924,16 JALAN MASJID KEMBANGAN SUITES 01-06 Singapore 418941,13,418924,,,,,65 8915 0859,,,,,,,,,,,,,No,,Gov List,"ACRA, Google Searches",No,
127,,,2025-11-18,YANG LANGUAGE SCHOOL PTE. LTD.,YANG LANGUAGE SCHOOL,,TeleSales,Shafiqah,Offline Sources,Web Scrapping,01-08-2016,201620835K,85509,0,,,,https://yanglanguage.com.sg/,SME,https://www.facebook.com/YangLanguageSchool,,,,LOCAL COMPANY,Others,Educational,Tuition & Enrichment Centers,"B2C, Offline",,,,,,200 TURF CLUB ROAD,05,287994,200 TURF CLUB ROAD THE GRANDSTAND 04-05 Singapore 287994,05,287994,,,,,65 6463 0060,hello@yanglanguage.com.sg,,,,,,,,,,,,No,,Gov List,"ACRA, Google Searches",No,
128,,,2025-11-18,ZENTUARY SEEDS PTE. LTD.,ZENTUARY SEEDS,,TeleSales,Shafiqah,Offline Sources,Web Scrapping,15-01-2015,201501523H,85509,63909,,,,https://zentuaryseeds.sg/,SME,,,,,LOCAL COMPANY,Others,Educational,Tuition & Enrichment Centers,"B2C, Offline",,,,,,112A ALKAFF CRESCENT,98,341112,112A ALKAFF CRESCENT RIVERVALE BANK 09-98 Singapore 341112,98,341112,,,,,65 9452 7781,,,,,,,,,,,,,No,,Gov List,"ACRA, Google Searches",No,
129,,,2025-11-18,CHEERS LEARNING & ASSESSMENT SERVICES,CHEERS LEARNING & ASSESSMENT,,TeleSales,Shafiqah,Offline Sources,Web Scrapping,30-09-2013,53246094D,85509,85409,,,,https://cheerslearning.com/,SME,https://www.facebook.com/cheerslearningservices/,https://www.instagram.com/cheers_therapy_psychology/,,,SOLE PROPRIETORSHIP/ PARTNERSHIP,Others,Educational,Tuition & Enrichment Centers,"B2C, Offline",,,,,,134 JURONG GATEWAY ROAD,309G,600134,485 SEGAR ROAD SEGAR GROVE 12-520 Singapore 670485,309G,600134,,,,,65 8495 5465,cheerslearning@gmail.com,,,,,,,,,,,,No,,Gov List,"ACRA, Google Searches",No,
130,,,2025-11-18,NASHWA CHILDCARE CENTRE PTE. LTD.,NASHWA CHILDCARE CENTRE,,TeleSales,Shafiqah,Offline Sources,Web Scrapping,19-10-2020,202062777W,88911,0,,,,,SME,https://www.facebook.com/pages/category/School/Nashwa-Childcare-Centre-258912831168608/,https://www.instagram.com/nashwa_childcare/,,,LOCAL COMPANY,Others,Hospital,Social Services (Without Accommodations),"B2C, Offline",,,,,,7 TAMAN MAS MERAH,,128137,7 TAMAN MAS MERAH PASIR PANJANG GARDENS Singapore 128137,,128137,,,,,65 6565 7932,enquiries@nashwa.sg,,,,,,,,,,,,No,,Gov List,"ACRA, Google Searches",No,
131,,,2025-11-18,PRODIGIO TUTORING,PRODIGIO TUTORING,,TeleSales,Shafiqah,Offline Sources,Web Scrapping,03-05-2024,53485041C,85509,0,,,,https://prodigiotutoring.sg/,Startbud,,,,,SOLE PROPRIETORSHIP/ PARTNERSHIP,Others,Educational,Tuition & Enrichment Centers,"B2C, Offline",,,,,,173 CHIN SWEE ROAD,03,169878,173 CHIN SWEE ROAD THE LANDMARK 06-03 Singapore 169878,03,169878,,,,,65 8494 2717,,,,,,,,,,,,,No,,Gov List,"ACRA, Google Searches",No,
132,,,2025-11-18,MINDCHAMPS PRESCHOOL @ JURONG WEST PTE. LTD.,MINDCHAMPS PRESCHOOL @ JURONG WEST,,TeleSales,Shafiqah,Offline Sources,Web Scrapping,10-07-2012,201217095M,88911,0,,,,https://mindchamps.org/location/jurong-west,SME,https://www.facebook.com/MindChamps.sg,https://www.instagram.com/mindchamps.sg/,,,LOCAL COMPANY,Others,Hospital,Social Services (Without Accommodations),"B2C, Offline",,,,,,20 JURONG WEST STREET 93,06/07,648965,20 JURONG WEST STREET 93 /07 02-06 Singapore 648965,06/07,648965,,,,,65 6790 8878,sg.enqpreschool@mindchamps.org,,,,,,,,,,,,No,,Gov List,"ACRA, Google Searches",No,
133,,,2025-11-18,TOPVIL (SINGAPORE) PTE. LTD.,TOPVIL,,TeleSales,Shafiqah,Offline Sources,Web Scrapping,08-11-2005,200515454C,85509,46499,,,,,SME,,,,,LOCAL COMPANY,Others,Educational,Tuition & Enrichment Centers,"B2C, Offline",,,,,,11 KENG CHEOW STREET,07,59608,11 KENG CHEOW STREET THE RIVERSIDE PIAZZA 01-07 Singapore 059608,07,59608,,,,,65 9637 0970,,,,,,,,,,,,,No,,Gov List,"ACRA, Google Searches",No,
134,,,2025-11-18,HOUSE OF HOWS EDUCATION PTE. LTD.,HOUSE OF HOWS EDUCATION,,TeleSales,Shafiqah,Offline Sources,Web Scrapping,16-07-2017,201719821G,85509,0,,,,https://houseofhows.sg/,SME,https://www.facebook.com/houseofhows/,https://www.instagram.com/house_of_hows/,,,LOCAL COMPANY,Others,Educational,Tuition & Enrichment Centers,"B2C, Offline",,,,,,273 BEDOK SOUTH AVENUE 3,09,465490,273 BEDOK SOUTH AVENUE 3 ECO 04-09 Singapore 465490,09,465490,,,,,65 6401 3688,enquiry@houseofhows.sg,,,,,,,,,,,,No,,Gov List,"ACRA, Google Searches",No,
135,,,2025-11-18,GRACELAND (SENJA) PTE. LTD.,GRACELAND SENJA,,TeleSales,Shafiqah,Offline Sources,Web Scrapping,03-01-2011,201100312E,88912,86201,,,,https://graceland.sg/,SME,,,,,LOCAL COMPANY,Others,Hospital,Social Services (Without Accommodations),"B2C, Offline",,,,,,140 TECK WHYE LANE,355,680140,140 TECK WHYE LANE 02-355 Singapore 680140,355,680140,,,,,65 6564 6338,js@graceland.sg,,,,,,,,,,,,No,,Gov List,"ACRA, Google Searches",No,
136,,,2025-11-18,IDIGITALSKY PTE. LTD.,IDIGITALSKY,,TeleSales,Shafiqah,Offline Sources,Web Scrapping,25-04-2018,201814128D,85509,78104,,,,https://idigitalsky.com.sg/,SME,,,,,LOCAL COMPANY,Others,Educational,Tuition & Enrichment Centers,"B2C, Offline",,,,,,16 RAFFLES QUAY,01,048581,16 RAFFLES QUAY HONG LEONG BUILDING 19-01 Singapore 048581,01,048581,,,,,65 8811 1893,,,,,,,,,,,,,No,,Gov List,"ACRA, Google Searches",No,
137,,,2025-11-18,USOL PTE. LTD.,USOL,,TeleSales,Shafiqah,Offline Sources,Web Scrapping,25-05-2011,201112502M,85509,78101,,,,https://myusol.com/,SME,,https://www.instagram.com/usoleducation/?hl=en,,,LOCAL COMPANY,Others,Educational,Tuition & Enrichment Centers,"B2C, Offline",,,,,,9 SIN MING WALK,1,575578,205 BALESTIER ROAD THE MEZZO 01-07 Singapore 329682,1,575578,,,,,65 8399 3969,,,,,,,,,,,,,No,,Gov List,"ACRA, Google Searches",No,
138,,,2025-11-18,NEWTON GLOBAL EDUCATION PTE. LTD.,NEWTON EDUCATION,,TeleSales,Shafiqah,Offline Sources,Web Scrapping,26-07-2023,202329648H,85509,0,,,,,Startbud,,,,,LOCAL COMPANY,Others,Educational,Tuition & Enrichment Centers,"B2C, Offline",,,,,,770 BEDOK RESERVOIR ROAD,05,479250,770 BEDOK RESERVOIR ROAD WATERFRONT KEY 04-05 Singapore 479250,05,479250,,,,,65 6332 7878,info@newtoncollege.edu.sg,,,,,,,,,,,,No,,Gov List,"ACRA, Google Searches",No,
